Active,Airline,AirlineID,Alias,Callsign,Country,IATA,ICAO
N,Bright Aviation Services,1480,\N,BRIGHT SERVICES,Bulgaria,"",BRW
N,Bringer Air Cargo Taxi Aereo,1405,\N,"",Brazil,E6,""
N,Bristol Flying Centre,1527,\N,CLIFTON,United Kingdom,"",CLF
N,Bristow Helicopters,1398,\N,BRISTOW,United Kingdom,"",BHL
N,Bristow Helicopters Nigeria,1399,\N,BRISTOW HELICOPTERS,Nigeria,"",BHN
N,Bristow Masayu Helicopters,1440,\N,MASAYU,Indonesia,"",BMH
N,Britannia Airways,1349,\N,BRITANNIA,United Kingdom,"",BAL
N,British Air Ferries,19811,"","",United Kingdom,??,??!
N,British Airways,1572,\N,SANTA,United Kingdom,"",XMS
N,British Airways Shuttle,1562,\N,SHUTTLE,United Kingdom,"",SHT
N,British Antarctic Survey,1351,\N,PENGUIN,United Kingdom,"",BAN
N,British Caribbean Airways,1366,\N,"",United Kingdom,"",BCL
N,British Charter,1367,\N,BACKER,United Kingdom,"",BCR
N,British Gulf International,1390,\N,BRITISH GULF,S,"",BGI
N,British Gulf International-Fez,1391,\N,GULF INTER,Kyrgyzstan,"",BGK
N,British Medical Charter,1438,\N,BRITISH MEDICAL,United Kingdom,"",BMD
N,British North West Airlines,1456,\N,BRITISH NORTH,United Kingdom,"",BNW
N,British Petroleum Exploration,1468,\N,"",Colombia,"",BPX
N,British Regional Airlines,1477,\N,BRITISH,United Kingdom,"",BRT
N,British Sky Broadcasting,1563,\N,SKYNEWS,United Kingdom,"",SKH
N,Brock Air Services,1470,\N,BROCK AIR,Canada,"",BRD
N,Brussels International Airlines,1515,\N,XENIA,Belgium,"",BXI
N,BT-Slavuta,1499,\N,BEETEE-SLAVUTA,Ukraine,"",BTT
N,Buddha Air,1396,\N,BUDDHA AIR,Nepal,"",BHA
N,Budget Air Bangladesh,1394,\N,BUDGET AIR,Bangladesh,"",BGR
N,Buffalo Airways,1384,\N,BUFFALO,Canada,J4,BFL
N,Buffalo Airways,1505,\N,BUFFALO AIR,United States,"",BVA
N,Buffalo Express Airlines,1482,\N,BUFF EXPRESS,United States,"",BRX
N,Bugulma Air Enterprise,1393,\N,BUGAVIA,Russia,"",BGM
N,Bukovyna,1423,\N,BUKOVYNA,Ukraine,"",BKV
N,Bulgarian Aeronautical Centre,1506,\N,BULGARIAN WINGS,Bulgaria,"",BVC
N,Bulgarian Air Charter,1501,\N,BULGARIAN CHARTER,Bulgaria,"",BUC
N,Bundepolizei-Fliegertruppe,1465,\N,PIROL,Germany,"",BPO
N,Bureau Veritas,1571,\N,"",France,"",XDA
N,Burkina Airlines,1386,\N,BURKLINES,Burkina Faso,"",BFR
N,Burundaiavia,1541,\N,RERUN,Kazakhstan,"",IVR
N,Burundayavia,1483,\N,BURAIR,Kazakhstan,"",BRY
N,Buryat Airlines Aircompany,1503,\N,BURAL,Russia,"",BUN
N,Business Air Services,1350,\N,BUSINESS AIR,Canada,"",BAM
N,Business Airfreight,1558,\N,RATTLER,United States,"",RLR
N,Business Aviation Center,1369,\N,BUSINESS AVIATION,Ukraine,"",BCV
N,Business Express,1498,\N,BIZEX,United States,"",GAA
N,Business Express Delivery,1535,\N,EXPRESS AIR,Canada,"",EXP
N,Business Flight Salzburg,1525,\N,AUSTROJET,Austria,"",AUJ
N,Business Flight Sweden,1387,\N,BUSINESS FLIGHT,Sweden,"",BFS
N,Business Jet Solutions,1418,\N,SOLUTION,United States,"",BJS
N,Business Jet Sweden,1561,\N,SCANJET,Sweden,"",SCJ
N,Butane Buzzard Aviation Corporation,1524,\N,BUZZARD,United Kingdom,"",BZZ
N,Butte Aviation,1556,\N,PIPESTONE,United States,"",PPS
N,buzz,5556,\N,\N,\N,UK,BUZ
N,Buzz Stansted,1504,\N,BUZZ,United Kingdom,"",BUZ
N,Buzzaway Limited,1565,\N,UKAY,United Kingdom,"",UKA
N,BWA (2002) Ltd,1512,\N,BRITWORLD,United Kingdom,"",BWL
N,Bylina Joint-Stock Company,1519,\N,BYLINA,Russia,"",BYL
N,C Air Jet Airlines,1574,\N,SYRJET,Syrian Arab Republic,"",SRJ
N,C and M Aviation,1576,\N,TRANSPAC,United States,"",TIP
N,C N Air,1575,\N,CAPRI,Spain,"",ORO
N,C&M Airways,1577,\N,RED WING,United States,"",RWG
N,C.S.P.,1578,\N, Societe,AIR-MAUR,"",RMU
N,Cabair College of Air Training,1600,\N,CABAIR,United Kingdom,"",CBR
N,CABI,1579,\N,CABI,Ukraine,"",CBI
N,Cabo Verde Express,1601,\N,KABEX,Cape Verde,"",CVE
N,Caernarfon Airworld,1602,\N,AMBASSADOR,United Kingdom,"",CWD
N,CAI,1580,\N,AIRCAI,Italy,"",CPI
N,Cairo Air Transport Company,1603,\N,"",Egypt,"",CCE
N,Cal Gulf Aviation,1604,\N,CAL-GULF,Sao Tome and Principe,"",CGC
N,California Air Shuttle,1606,\N,CALIFORNIA SHUTTLE,United States,"",CSL
N,California Western,10124,"","",United States,KT,CWS
N,Calm Air,1608,\N,CALM AIR,Canada,MO,CAV
N,Cal-West Aviation,1605,\N,CAL AIR,United States,"",REZ
N,CAM Air Management,1582,\N,CAMEO,United Kingdom,"",CMR
N,Camai Air,1609,\N,AIR CAMAI,United States,R9,CAM
N,Cambodia Airlines,1610,\N,CAMBODIA AIRLINES,Cambodia,"",KHM
N,Cameroon Airlines,1611,\N,CAM-AIR,Cameroon,UY,UYC
N,Campania Helicopteros De Transporte,1612,\N,HELIASTURIAS,Spain,"",HSO
N,Canada Jet Charters,1614,\N,PINNACLE,Canada,"",PIL
N,Canadian Coast Guard,1616,\N,CANADIAN COAST GUARD,Canada,"",CTG
N,Canadian Eagle Aviation,1617,\N,HAIDA,Canada,"",HIA
N,Canadian Forces,1618,\N,CANFORCE,Canada,"",CFC
N,Canadian Global Air Ambulance,1619,\N,BLIZZARD,Canada,"",BZD
N,Canadian Helicopters,1620,\N,CANADIAN,Canada,"",CDN
N,Canadian Interagency Forest Fire Centre,1621,\N,TANKER,Canada,"",TKR
N,Canadian National Telecommunications,1622,\N,"",Canada,"",XNC
N,Canadian Regional Airlines,1624,\N,CANADIAN REGIONAL,Canada,"",CDR
N,Canadian Warplane Heritage Museum,1625,\N,WARPLANE HERITAGE,Canada,"",CWH
N,Canadian Western Airlines,1626,\N,CANADIAN WESTERN,Canada,W2,CWA
N,Canadian World,16753,"",CANADIAN,Canada,10,CNN
N,Canair,1627,\N,CANAIR,China,"",CWW
N,Cancun Air,1628,\N,CAN-AIR,Mexico,"",CUI
N,CanJet,1613,\N,CANJET,Canada,C6,CJA
N,Cape Air Transport,1630,\N,"",Australia,"",CTO
N,Cape Central Airways,1631,\N,SEMO,United States,"",SEM
N,Cape Smythe Air,1632,\N,CAPE SMYTHE AIR,United States,"",CMY
N,Capital Air Service,1633,\N,CAPAIR,United States,"",CPX
N,Capital Airlines,1634,\N,CAPITAL DELTA,Kenya,"",CPD
N,Capital Airlines Limited,1635,\N,CAPITAL SHUTTLE,Nigeria,"",NCP
N,Capital Cargo International Airlines,1636,\N,CAPPY,United States,PT,CCI
N,Capital City Air Carriers,1637,\N,CAP CITY,United States,"",CCQ
N,Capital Trading Aviation,1638,\N,PRESTIGE,United Kingdom,"",EGL
N,Capitol Air Express,1639,\N,CAPITOL EXPRESS,United States,"",CEX
N,Capitol Wings Airline,1640,\N,CAPWINGS,United States,"",CWZ
N,Caravan Air,1641,\N,CAMEL,Mauritania,"",VAN
N,Cardiff Wales Flying Club,1642,\N,CAMBRIAN,United Kingdom,"",CWN
N,Cardinal/Air Virginia,1643,\N,AIR VIRGINIA,United States,"",FVA
N,Cardolaar,1644,\N,CARGOLAAR,Namibia,"",GOL
N,Cards Air Services,1645,\N,CARDS,Philippines,"",CDI
N,Care Flight,1646,\N,CARE FLIGHT,Australia,"",CFH
N,Carga Aerea Dominicana,1647,\N,CARGA AEREA,Dominican Republic,"",CDM
N,Carga Express Internacional,1648,\N,CARGAINTER,Mexico,"",EST
N,Cargo 360,1649,\N,LONG-HAUL,United States,GG,GGC
N,Cargo Express,1650,\N,MAURICARGO,Mauritania,"",MCX
N,Cargo Ivoire,1651,\N,CARGOIV,Ivory Coast,"",CRV
N,Cargo Link (Caribbean),1652,\N,CARGO LINK,Barbados,"",CLM
N,Cargo Three,1653,\N,THIRD CARGO,Panama,"",CTW
N,Cargoitalia,1654,\N,WHITE PELICAN,Italy,2G,CRG
N,Cargojet Airways,1655,\N,CARGOJET,Canada,W8,CJT
N,Cargolux,1656,\N,CARGOLUX,Luxembourg,CV,CLX
N,Cargoman,1657,\N,HOTEL CHARLIE,Oman,"",CGM
N,Carib Aviation,1658,\N,RED TAIL,Antigua and Barbuda,"",DEL
N,Carib Express,1659,\N,WAVEBIRD,Barbados,"",BCB
N,Caribair,1660,\N,CARIBAIR,Dominican Republic,"",CBC
N,Caribbean Air Cargo,1661,\N,CARICARGO,Barbados,"",DCC
N,Caribbean Air Transport,1662,\N,CARIBBEAN,Netherlands,"",CLT
N,Caribbean Airways,1664,\N,CARIBJET,Barbados,"",IQQ
N,Caribbean Express,1665,\N,CARIB-X,United States,"",TLC
N,Caribbean Star Airlines,1666,\N,CARIB STAR,Antigua and Barbuda,8B,GFI
N,Caribbean Wings,19358,"",caribbean Wings,Turks and Caicos Islands,XP,ZYZ
N,Caribintair,1667,\N,CARIBINTAIR,Haiti,"",CRT
N,Carill Aviation,1668,\N,CARILL,United Kingdom,"",CVG
N,Carranza,1670,\N,CARRANZA,Chile,"",CRR
N,Carroll Air Service,1671,\N,ULSTER,United States,"",ULS
N,Casement Aviation,1672,\N,CASEMENT,United States,"",CMT
N,Casino Airline,1673,\N,CASAIR,United States,"",CSO
N,Casper Air Service,1674,\N,CASPER AIR,United States,"",CSP
N,Castle Aviation,1676,\N,CASTLE,United States,"",CSJ
N,Cat Aviation,1677,\N,EUROCAT,Switzerland,"",CAZ
N,CATA L,1583,\N,CATA,Argentina,"",CTZ
N,Catalina Flying Boats,1678,\N,CATALINA AIR,United States,"",CBT
N,Catex,1679,\N,CATEX,France,"",TEX
N,Caverton Helicopters,1681,\N,CAVERTON AIR,Nigeria,"",CJR
N,CCF Manager Airline,1584,\N,TOMCAT,Germany,"",CCF
N,Cecil Aviation,1684,\N,CECIL,United Kingdom,"",CIL
N,CEDTA (Compania Ecuatoriana De Transportes Aereos),1585,\N,CEDTA,Ecuador,"",CED
N,Cega Aviation,1685,\N,CEGA,United Kingdom,"",CEG
N,Celtic Airways,1686,\N,CELTAIR,United Kingdom,"",CEC
N,Celtic West,1687,\N,CELTIC,United Kingdom,"",CWE
N,Centavia,1688,\N,"",Serbia,7N,CNA
N,Cente D'Essais En Vol,1689,\N,CENTEV,France,"",CEV
N,Centennial Airlines,1690,\N,WYO-AIR,United States,"",CNL
N,Centennial Flight Centre,1691,\N,CENTENNIAL,Canada,"",CNS
N,Center Vol,1692,\N,CENTERVOL,Spain,"",CVO
N,Center-South,1693,\N,CENTER-SOUTH,Russia,"",CTS
N,Centrafrican Airlines,1694,\N,CENTRAFRICAIN,Central African Republic,"",CET
N,Central Air Express,1695,\N,CENTRAL EXPRESS,Democratic Republic of Congo,"",CAX
N,Central Airlines,1696,\N,CENTRAL COMMUTER,United States,"",CTL
N,Central Airways,1697,\N,CENTRAL LEONE,Sierra Leone,"",CNY
N,Central American Airlines,1698,\N,AEROCENTRO,Nicaragua,"",ACN
N,Central Aviation,1699,\N,YOGAN AIR,United States,"",YOG
N,Central De Discos De Reynosa,1701,\N,DISCOS REYNOSA,Mexico,"",DRN
N,Central European Airlines,1702,\N,EUROCENTRAL,Czech Republic,"",CMA
N,Central Flying Service,1703,\N,CHARTER CENTRAL,United States,"",CHA
N,Central Mongolia Airways,1704,\N,CENTRAL MONGOLIA,Mongolia,"",CEM
N,Central Mountain Air,1705,\N,GLACIER,Canada,"",GLR
N,Central Queensland Aviation College,1706,\N,"",Australia,"",CQC
N,Central Skyport,1707,\N,SKYPORT,United States,"",CSI
N,Centre Airlines,1709,\N,DUTCH VALLEY,United States,"",DTV
N,Centre of Applied Geodynamica,1710,\N,GEO CENTRE,Russia,"",CGS
N,Centre-Avia,1711,\N,AVIACENTRE,Russia,J7,CVC
N,Centro de Formacion Aeronautica de Canarias,1713,\N,FORCAN,Spain,"",ACF
N,Centro De Helicopteros Corporativos,1712,\N,HELICORPORATIVO,Mexico,"",CCV
N,Centurion Air Cargo,1714,\N,CHALLENGE CARGO,United States,WE,CWC
N,Century Aviation,1715,\N,CENTURY AVIA,Mexico,"",URY
N,Century Aviation International,1716,\N,"",Canada,"",HAI
N,Certified Air Dispatch,1717,\N,"",United States,"",XAD
N,Cetraca Aviation Service,1718,\N,CETRACA,Democratic Republic of the Congo,"",CER
N,Chabahar Airlines,1719,\N,CHABAHAR,Iran,"",IRU
N,Chalair Aviation,1720,\N,CHALLAIR,France,"",CLG
N,Chalk's Ocean Airways,1721,\N,CHALKS,United States,OP,CHK
N,Challenge Air Transport,1722,\N,AIRISTO,Germany,"",CLS
N,Challenge Aviation,1723,\N,CHALLENGE AVIATION,Australia,"",CHS
N,Challenge International Airlines,1724,\N,CHALLENGE AIR,United States,"",OFF
N,Champagne Airlines,1726,\N,CHAMPAGNE,France,"",CPH
N,Champion Air,1727,\N,CHAMPION AIR,United States,MG,CCP
N,Chanchangi Airlines,1728,\N,CHANCHANGI,Nigeria,"",NCH
N,Changan Airlines,1729,\N,CHANGAN,China,2Z,CGN
N,Channel Island Aviation,1730,\N,CHANNEL,United States,"",CHN
N,Chantilly Air,1731,\N,MARLIN,United States,"",WML
N,Chaparral Airlines,1732,\N,CHAPARRAL,United States,"",CPL
N,Chari Aviation Services,1733,\N,CHARI SERVICE,Chad,S8,CSU
N,Charlan Air Charter,1734,\N,CHARLAN,South Africa,"",CAH
N,Charlie Hammonds Flying Service,1735,\N,HAMMOND,United States,"",HMD
N,Charlotte Air National Guard,1736,\N,"",United States,"",CGD
N,Chartright Air,1738,\N,CHARTRIGHT,Canada,"",HRT
N,CHC Airways,1588,\N,"",Netherlands,AW,SCH
N,CHC Denmark,1586,\N,HELIBIRD,Denmark,"",HBI
N,CHC Helicopters,1587,\N,HEMS,Australia,"",HEM
N,CHC Helikopter Service,1589,\N,HELIBUS,Norway,"",HKS
N,CheapFlyingInternational,18592,CheapFlying,cheapflying,France,WL,FQR
N,Cheboksary Airenterprise JSC,1740,\N,CHEBAIR,Russia,"",CBB
N,Chemech Aviation,1741,\N,"",Pakistan,"",CHM
N,Cherline,1742,\N,CHERL,Russia,"",CHZ
N,Chernomor-Avia,1743,\N,CHERAVIA,Russia,"",CMK
N,Cherokee Express,1744,\N,BLUE MAX,United States,"",CBM
N,Cherry Air,1745,\N,CHERRY,United States,"",CCY
N,Chesapeake Air Service,1746,\N,CHESAPEAKE AIR,United States,"",CAB
N,Chevron U.S.A,1747,\N,CHEVRON,United States,"",CVR
N,Cheyenne Airways,1748,\N,CHEYENNE AIR,United States,"",CYA
N,Chicago Air,1749,\N,WILD ONION,United States,"",CGO
N,Chicago Express,1750,\N,WINDY CITY,United States,C8,WDY
N,Chicago Express (C8),18228,ATA Connection,"",United States,C8,\N
N,Chief Rat Flight Services,1751,\N,RIVERRAT,South Africa,"",RAT
N,Chilchota Taxi Aereo,1752,\N,CHILCHOTA,Mexico,"",CCH
N,Chilcotin Caribou Aviation,1753,\N,CHILCOTIN,Canada,"",DES
N,Chilliwack Aviation,1754,\N,CHILLIWACKAIR,Canada,"",CAD
N,Chim-Nir Aviation,1755,\N,CHMINIR,Israel,"",ETN
N,China Cargo Airlines,1757,\N,CARGO KING,China,CK,CKK
N,China Express Airlines,1759,\N,CHINA EXPRESS,China,"",HXA
N,China Flying Dragon Aviation,1760,\N,FEILONG,China,"",CFA
N,China General Aviation Corporation,1761,\N,TONGHANG,China,"",CTH
N,China National Aviation Corporation,1762,\N,CHINA NATIONAL,China,"",CAG
N,China Northern Airlines,1763,\N,CHINA NORTHERN,China,CJ,CBF
N,China Northwest Airlines,1764,\N,CHINA NORTHWEST,China,WH,CNW
N,China Ocean Helicopter Corporation,1765,\N,CHINA HELICOPTER,China,"",CHC
N,China Postal Airlines,1766,\N,CHINA POST,China,8Y,CYZ
N,China Southwest Airlines,1768,\N,CHINA SOUTHWEST,China,"",CXN
N,China Xinhua Airlines,1770,\N,XINHUA,China,XO,CXH
N,Chinguetti Airlines,1772,\N,CHINGUETTI,Mauritania,"",CGU
N,Chipola Aviation,1773,\N,CHIPOLA,United States,"",CEP
N,Chippewa Air Commuter,1774,\N,CHIPPEWA-AIR,United States,"",CPW
N,Chitaavia,1775,\N,CHITA,Russia,X7,CHF
N,Christman Air System,1776,\N,CHRISTMAN,United States,"",CAS
N,Christophorus Flugrettungsverein,1777,\N,CHRISTOPHORUS,Austria,"",OEC
N,Chrome Air Services,1778,\N,CHROME AIR,United States,"",CHO
N,Church Aircraft,1779,\N,CHURCHAIR,United States,"",CHU
N,Church Fenton Flying Training Unit,4108,\N,CHURCH FENTON,United Kingdom,"",CFN
N,Cielos Airlines,1780,\N,CIELOS,Peru,A2,CIU
N,Cirrus,1782,\N,HELICIRRUS,Chile,"",RRU
N,Cirrus Air,1783,\N,NITE STAR,United States,"",NTS
N,Cirrus Middle East,1785,\N,"",Lebanon,"",JTI
N,Citationshares,1786,\N,FIVE STAR,United States,"",FIV
N,Citibank,1787,\N,"",United States,"",XCX
N,Citic General Aviation,1788,\N,ZHONGXIN,China,"",HZX
N,CI-Tours,1590,\N,CI-TOURS,Ivory Coast,"",VCI
N,City of Bangor,1791,\N,"",United States,"",XBG
N,Cityair (Chester) Limited,1793,\N,AIR CHESTER,United Kingdom,"",CAQ
N,City-Air Germany,10069,"","",Germany,"",CIP
N,Cityfly,1794,\N,CITYFLY,Italy,"",CII
N,Cityline Hungary,1796,\N,CITYHUN,Hungary,"",CNB
N,Citylink Airlines,1797,\N,HOOSIER,United States,"",HSR
N,Civair Airways,1798,\N,CIVFLIGHT,South Africa,"",CIW
N,Civil Air Patrol South Carolina Wing,1799,\N,BOX KAR,United States,"",BKR
N,Civil Air Transport,1800,\N,Mandarin,Taiwan,CT,CAT
N,Civil Aviation Authority,1801,\N,CALIMERA,Slovakia,"",CIA
N,Civil Aviation Authority of New Zealand,1802,\N,CIVAIR,New Zealand,"",CIV
N,Civil Aviation Inspectorate of the Czech Republic,1803,\N,CALIBRA,Czech Republic,"",CBA
N,CKC Services,1591,\N,"",United States,"",CKC
N,Claessens International Limited,1804,\N,CLAESSENS,United Kingdom,"",FMC
N,Clark Aviation,1805,\N,CLARKAIR,United States,"",CLK
N,Clasair,1806,\N,CALEDONIAN,United Kingdom,"",CSF
N,Clay Lacy Aviation,1807,\N,CLAY-LACY,United States,"",CLY
N,Cloud 9 Air Charters,1809,\N,CLOUDLINE,South Africa,"",CLZ
N,Clowes Estates Limited,1810,\N,CLOWES,United Kingdom,"",CLD
N,Club 328,1811,\N,SPACEJET,United Kingdom,"",SDJ
N,Club Air,1812,\N,CLUBAIR,Italy,6P,ISG
N,CM Stair,1592,\N,CEE-EM STAIRS,Mauritania,"",CMZ
N,CNET,1593,\N,KNET,France,"",CNT
N,COAPA AIR,1594,\N,COAPA,Mexico,"",OAP
N,Coast Air,1813,\N,COAST CENTER,Norway,BX,CST
N,Coastal Air Transport,1815,\N,TRANS COASTAL,United States,"",TCL
N,Coastal Airways,1816,\N,SID-AIR,United States,"",CNG
N,Coastal Travels,1817,\N,COASTAL TRAVEL,Tanzania,"",CSV
N,Cohlmia Aviation,1818,\N,COHLMIA,United States,"",CHL
N,Colaereos,1819,\N,COLAEREOS,Ecuador,"",OLR
N,Colemill Enterprises,1820,\N,COLEMILL,United States,"",CLE
N,Colibri Aviation,1822,\N,HUMMINGBIRD,Canada,"",CAE
N,Colt International,1823,\N,"",United States,"",CCX
N,Coltishall Flying Training Unit,4109,\N,COLT,United Kingdom,"",COH
N,Columbia Airlines,1824,\N,COLAIR,Canada,"",COL
N,Columbia Helicopters,1825,\N,COLUMBIA HELI,United States,"",WCO
N,Columbus Air Transport,1826,\N,KAY-LER,United States,"",KLR
N,Colvin Aviation,1827,\N,GRASSHOPPER EX,United States,"",GHP
N,COMAV,1595,\N,SPEEDSTER,Namibia,"",PDR
N,Comed Group,1830,\N,COMEX,United Kingdom,"",CDE
N,Comeravia,1831,\N,COMERAVIA,Venezuela,"",CVV
N,Comercial Aerea,1832,\N,COMERCIAL AEREA,Mexico,"",CRS
N,Comet Airlines,1833,\N,SUNSPY,Nigeria,"",CMG
N,Comfort Air,1834,\N,FLYNN,Germany,"",FYN
N,Comlux Aviation,1835,\N,COMLUX,Switzerland,"",CLA
N,Commair Aviation,1836,\N,COMMODORE,United Kingdom,"",CMH
N,Commandement Du Transport Aerien Militaire Francais,1837,\N,COTAM,France,"",CTM
N,Commander Air Charter,1838,\N,COMMANDAIR,Canada,"",CML
N,Commander Mexicana,1839,\N,COMMANDERMEX,Mexico,"",CRM
N,Commercial Aviation,1840,\N,ACCESS,Canada,"",CMS
N,Commodore Aviation,1841,\N,"",Australia,"",GAR
N,Commonwealth Jet Service,1842,\N,COMMONWEALTH,United States,"",CJS
N,Compagnia Generale Ripreseaeree,1845,\N,COMPRIP,Italy,"",CGR
N,Compagnie Aerienne du Mali,1846,\N,CAMALI,Mali,"",CMM
N,Compagnie de Bauxites de Guinee,1848,\N,CEBEGE,Guinea,"",GIC
N,Compagnie Mauritanienne Des Transports,1847,\N,"",Mauritania,"",CPM
N,Compangnie Nationale Naganagani,3578,\N,"",Burkina Faso,"",BFN
N,Compania Aerea de Valencia,1849,\N,"",Spain,"",AIF
N,Compania Aerotecnicas Fotograficas,1850,\N,AEROTECNICAS,Spain,"",ATF
N,Compania Boliviana de Transporte Aereo Privado Aerosur,1851,\N, S.A.,ASUR,"",ASU
N,Compania De Actividades Y Servicios De Aviacion,1852,\N,STELLAIR,Spain,"",LCT
N,Compania de Aviacion Faucett,16804,"","",Peru,"",CFP
N,Compania de Servicios Aereos Tavisa,1858,\N,TAVISA,Spain,"",TAV
N,Compania Ejecutiva,1853,\N,EJECUTIVA,Mexico,"",EJV
N,Compania Helicopteros Del Sureste,1854,\N,HELISURESTE,Spain,"",HSE
N,Compania Mexicana De Aeroplanos,1855,\N,AEROPLANOS,Mexico,"",MDR
N,Compania Mexicargo,1856,\N,MEXICARGO,Mexico,GJ,MXC
N,Compania Transportes Aereos Del Sur,1857,\N,TAS HELICOPTEROS,Spain,"",HSS
N,Company Flight,1859,\N,COMPANY FLIGHT,Denmark,"",CYF
N,Compass Airlines (Australia),17557,Southern Cross Airlines,Compair,Australia,"",CYM
N,Compass International Airways,1861,\N,COMPASS,United Kingdom,"",CPS
N,Compuflight Operations Service,1862,\N,"",United States,"",XCO
N,Compuserve Incorporated,1863,\N,"",United States,"",XCS
N,Conair Aviation,1864,\N,CONAIR-CANADA,Canada,"",CRC
N,Concordavia,1865,\N,CONCORDAVIA,Ukraine,"",COD
N,Condor,1867,\N,CONDOR BERLIN,Germany,"",CIB
N,Condor Aero Services,1866,\N,CONAERO,United States,"",CNR
N,Confort Air,1869,\N,CONFORT,Canada,"",COF
N,Congo Air,1870,\N,"",Bahamas,"",CAK
N,Congressional Air,1871,\N,CONGRESSIONAL,United States,"",CGA
N,Conifair Aviation,1872,\N,"",Canada,"",ROY
N,Coningsby Flying Training Unit,4110,\N,TYPHOON,United Kingdom,"",CBY
N,Connectair Charters,1873,\N,BASTION,Canada,"",BSN
N,Conquest Airlines,1874,\N,CONQUEST AIR,United States,"",CAC
N,Conroe Aviation Services,1875,\N,CONROE AIR,United States,"",CXO
N,Consorcio Helitec,1877,\N,CONSORCIO HELITEC,Venezuela,"",VCH
N,Constanta Airline,1878,\N,CONSTANTA,Ukraine,"",UZA
N,Contel ASC,1880,\N,"",United States,"",XCL
N,Continental Airways,1882,\N,CONTAIR,Russia,PC,PVV
N,Continental Oil,1885,\N,CONOCO,United States,"",CON
N,Cook Inlet Aviation,1887,\N,COOK-AIR,United States,"",CKA
N,Cook Island Air,16671,"","",Cook Islands,KH,\N
N,Cooper Aerial Surveys,1888,\N,SURVEYOR,United Kingdom,"",SVY
N,Copenhagen Airtaxi,1890,\N,AIRCAT,Denmark,"",CAT
N,Copper State Air Service,1891,\N,COPPER STATE,United States,"",COP
N,Coptrade Air Transport,1893,\N,COPTRADE AIR,Sudan,"",CCW
N,Coronado Aerolineas,1895,\N,CORAL,Colombia,"",CRA
N,Corpac Canada,1896,\N,PENTA,Canada,"",CPB
N,Corporacion Aereo Cencor,1897,\N,CENCOR,Mexico,"",CNC
N,Corporacion Aeroangeles,1898,\N,CORPORANG,Mexico,"",CPG
N,Corporacion Paraguaya De Aeronautica,1899,\N,"",Paraguay,"",CGY
N,Corporate Air,1900,\N,AIR SPUR,United States,"",CPT
N,Corporate Air,1901,\N,CORPAIR,United States,"",CPR
N,Corporate Aircraft Company,1902,\N,MOKAN,United States,"",CPO
N,Corporate Airlink,1903,\N,CORPORATE,Canada,"",COO
N,Corporate Aviation Services,1904,\N,CHECKMATE,United States,"",CKE
N,Corporate Flight International,1905,\N,VEGAS HEAT,United States,"",VHT
N,Corporate Flight Management,1906,\N,VOLUNTEER,United States,"",VTE
N,Corporate Jets,1907,\N,SEA JET,United States,"",CJI
N,Cosmic Air,1910,\N,COSMIC AIR,Nepal,F5,COZ
N,Cottesmore Flying Training Unit,4111,\N,COTTESMORE,United Kingdom,"",COT
N,Cougar Helicopters,1911,\N,COUGAR,Canada,"",CHI
N,Coulson Flying Service,1912,\N,MOCKINGBIRD,United Kingdom,"",MGB
N,Country Connection Airlines,1913,\N,"",Australia,"",NSW
N,Country International Airlines,1914,\N,COUNTRY AIR,Kyrgyzstan,"",CIK
N,Courier Services,1915,\N,DELIVERY,United States,"",CSD
N,Court Helicopters,1916,\N,COURT AIR,South Africa,"",CUT
N,Court Line,13388,"","",United Kingdom,??,???
N,Coval Air,1917,\N,COVAL,Canada,"",CVL
N,Cowi,1918,\N,COWI,Netherlands,"",COW
N,Coyne Aviation,1919,\N,COYNE AIR,United Kingdom,"",COY
N,Cranfield University,1920,\N,AERONAUT,United Kingdom,"",CFD
N,Cranwell Flying Training Unit,4112,\N,CRANWELL,United Kingdom,"",CWL
N,Cree Airways,1921,\N,CREE AIR,Canada,"",CRE
N,Crelam,1922,\N,CRELAM,Mexico,"",ELM
N,CRI Helicopters Mexico,1596,\N,HELI-MEX,Mexico,"",CRH
N,Crimea Universal Avia,1924,\N,TRANS UNIVERSAL,Ukraine,"",KRM
N,Croatian Air Force,1926,\N,CROATIAN AIRFORCE,Croatia,"",HRZ
N,Cross Aviation,1927,\N,CROSSAIR,United Kingdom,"",CRX
N,Crossair Europe,1928,\N,Cigogne,Switzerland,QE,ECC
N,Crow Executive Air,1929,\N,CROW EXPRESS,United States,"",CWX
N,Crown Air Systems,1930,\N,CROWN AIR,United States,"",CKR
N,Crownair,1932,\N,REGAL,Canada,"",CRW
N,Cruiser Linhas Aereas,1933,\N,VOE CRUISER,Brazil,"",VCR
N,Cruzeiro do Sul Servicos Aereos,16487,"","",Brazil,"",CRZ
N,Cryderman Air Service,1934,\N,CENTURY,United States,"",CTY
N,Crystal Shamrock,1935,\N,CRYSTAL-AIR,United States,"",CYT
N,CSA Air,1597,\N,IRON AIR,United States,"",IRO
N,CSE Aviation,1598,\N,OXFORD,United Kingdom,"",CSE
N,CTK Network Aviation,1599,\N,CITYLINK,Ghana,"",CTQ
N,Cumberland Airways (Nicholson Air Service),1937,\N,CUMBERLAND,United States,"",CBL
N,Custom Air Transport,1938,\N,CATT,United States,"",CTT
N,Cygnus Air,1939,\N,CYGNUS AIR,Spain,"",RGN
